ID du Bilan GES,Type de structure,Type de collectivité,Raison sociale / Nom de l'entité,Année de reporting,Date de publication,Mode de consolidation,Descriptif sommaire de l'activité,SIREN,Libellé,Région,Ville,Emissions publication P1 - tCO2e,Emissions publication P2 - tCO2e,Emissions publication P3 - tCO2e,Emissions publication P4 - tCO2e,Emissions publication P5 - tCO2e,Emissions publication P6 - tCO2e,Emissions publication P7 - tCO2e,Emissions publication P8 - tCO2e,Emissions publication P9 - tCO2e,Emissions publication P10 - tCO2e,Emissions publication P11 - tCO2e,Emissions publication P12 - tCO2e,Emissions publication P13 - tCO2e,Emissions publication P14 - tCO2e,Emissions publication P15 - tCO2e,Emissions publication P16 - tCO2e,Emissions publication P17 - tCO2e,Emissions publication P18 - tCO2e,Emissions publication P19 - tCO2e,Emissions publication P20 - tCO2e,Emissions publication P21 - tCO2e,Emissions publication P22 - tCO2e,Emissions publication P23 - tCO2e
1374,Entreprise,,ALLOGA FRANCE,1/1/2015,10/26/2016,Opérationnel,"Alloga France propose une large palette de services adaptés aux besoins des laboratoires pharmaceutiques. Parmi ces activités, ALLOGA assure les activités d'entreposage et de distribution pour le compte de ses clients.",582118675.0,Entreposage et stockage non frigorifique,,MARSEILLE,18.0,156.0,0.0,424.0,0.0,636.00,0.00,,,,,,,,,,,,,,,,
1375,Entreprise,,CORA SAS,1/1/2015,11/25/2016,Opérationnel,"Depuis sa création en 1969, Cora est une entreprise familiale décentralisée et organisée autour des 59 magasins. Les directeurs et leurs collaborateurs sont fortement responsabilisés. Ils adaptent leur hypermarché aux besoins du marché local.",786920306.0,Hypermarchés,,Croissy-Beaubourg,28499.0,2329.0,,426505.0,,8286.00,555.00,6898.00,39057.00,82075.00,10276.00,15927.00,16.00,0.00,0.00,0.00,160226.00,0.00,0.00,0.00,0.0,0.0,67007.0
1376,Association,,Parc naturel régional des Préalpes d'Azur,1/1/2015,10/26/2016,Opérationnel,Collectivité favorisant l'ingénierie territoriale au service de 45 communes rurales,200014801.0,Administration publique (tutelle) des activités économiques,Provence-Alpes-Côte d'Azur,Saint Vallier de Thiey,1.0,0.0,0.0,0.0,0.0,1.48,,,0.07,,,,18.98,,0.50,,,,,,,16.73,
1377,Collectivité territoriale (dont EPCI),Départements,Conseil Départemental de l'Orne,1/1/2014,12/13/2018,,,,,Normandie,,3842.0,12442.0,,2.0,,523.00,76.00,3929.00,,,,,,,,,,,,,,,
1380,Entreprise,,laboratoires arkopharma,1/1/2015,10/26/2016,Financier,"ARKOPHARMA est le leader français et européen des médicaments de phytothérapie et descompléments alimentaires, essentiellement à base de produits naturels. ",307378489.0,Fabrication de préparations pharmaceutiques,,carros,2464.5,873.4,,38.0,,1385.00,0.00,,,,,,,,,,,,,,,,
1382,Entreprise,,LATELEC,1/1/2011,10/28/2016,Opérationnel,Fournisseur de câblage aéronautique et sptatial,420742660.0,Fabrication de matériel de distribution et de commande électrique,,LABEGE,39.23,18.33,0.0,0.0,0.0,oui,,,,,,,,,,,,,,,,,
1383,Entreprise,,JTEKT Automotive Dijon Saint-Étienne,1/1/2015,12/20/2016,Opérationnel,Fabrication de directions assistées électriques pour l'automobile.,428709786.0,Fabrication d'autres équipements automobiles,,Chevigny-Saint-Sauveur,180.46,60.73,,79.8,,693.50,,300.20,,,,,,,,,,,,,,,
1384,Entreprise,,AIGLE INTERNATIONAL,1/1/2011,10/28/2016,Opérationnel,"En 1853 Hiram Hutchinson crée à Montargis une manufacture de caoutchouc, sous le nom de la Compagnie Nationale du Caoutchouc Souple, pour y fabriquer des bottillons et des souliers, sous la marque déposée ""à l'AIGLE"". _x000D_
A la fin des années soixante, le site industriel est déplacé à lngrandes S/ Vienne, sur l'ancien camp militaire américain de St Ustre. _x000D_
Au 31 décembre 2011, Aigle possède sur le territoire français 47 magasins de vente (magasins d'usine, succursales, showrooms) pour lequel le si",314397712.0,Fabrication de chaussures,,INGRANDES SUR VIENNE,1208.62,333.93,0.0,0.03,0.0,oui,,,,,,,,,,,,,,,,,
1388,Etablissement public,,CHIC MARMANDE TONNEINS,1/1/2015,11/30/2016,Opérationnel,Le Centre Hospitalier InterCommunal Marmande Tonneins est un établissement public de santé regroupant les activités sanitaires et médico-sociales.,264703612.0,Activités hospitalières,,MARMANDE,1795.92,69.91,258.16,151.0,,369.11,0.00,,,,,,,,,,,,,,,,
1389,Entreprise,,AG2R LA MONDIALE,1/1/2014,4/28/2017,Opérationnel,"AG2R LA MONDIALE est le premier groupe de protection sociale en France.il allie performance économique et engagement social àau travers des valeurs portées par le paritarisme et le mutualisme._x000D_
En 2014, il a géré 19 Md? de collecte en assurances de personnes et en retraite complémentaire obligatoire pour 9 millions d'assurés environ. AG2R LA MONDIALE dispose de toutes les expertises en assurance de personnes. Le Groupe couvre l'ensemble des besoins de protection sociale et patrimoniale tout au l",433719812.0,Activités des sièges sociaux,,PARIS,759.0,1734.0,,214.0,,1429.00,556.00,1006.00,,427.00,,,6059.00,,,,,,,,,,
1391,Etablissement public,,Agence Régionale de Santé Centre-Val de Loire,1/1/2015,10/31/2016,Opérationnel,"L'Agence Régionale de Santé Centre-Val de Loire-Val de Loire a pour mission de mettre en place la politique de santé dans la région. Elle est compétente sur le champ de la santé dans sa globalité, de la prévention aux soins, à l'accompagnement médico-social. Son organisation s'appuie sur un projet de santé élaboré en concertation avec l'ensemble des professionnels et des usagers, dans un souci d'efficacité et de transparence.",130007842.0,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",,OrlÃ©ans Cedex 1,138.88,99.44,,0.0,,21.83,,60.28,,,,,,,,,,,,,,,
1395,Entreprise,,Crédit Agricole Technologies et Services,1/1/2014,10/31/2016,Opérationnel,Tierce maintenance de systèmes et d'applications informatiques,521320408.0,Tierce maintenance de systèmes et d'applications informatiques,,Paris,346.0,176.0,,515.0,,1985.00,,,,,,,,,,,,,,,,,
1396,Entreprise,,BT Services France,1/1/2014,10/31/2016,Opérationnel,"Etude, ingenierie et conseil dans les domains techniques et informatiques et tous les services s'y rapportant, de l'assistance technique à la maîtrise d'oeuvre.",408023398.0,Conseil en systèmes et logiciels informatiques,,La Défense Cedex,0.0,712.0,0.0,57.0,0.0,oui,,oui,,,,,,,,,,,,,,,
1397,Entreprise,,MAIRIE DE COURBEVOIE,1/1/2014,10/31/2016,Opérationnel,,219200268.0,Administration publique générale,,COURBEVOIE,1840.0,503.04,,126.0,,1261.00,1877.00,815.00,163.00,3098.00,157.00,,,,,,429.00,,,,,,118.0
1399,Entreprise,,CROWN Emballage France SAS,1/1/2015,10/31/2016,Opérationnel,Fabrication d'emballages métalliques légers,954200838.0,Fabrication d'emballages métalliques légers,,ST OUEN,26538.0,,,,,oui,,,,,,,,,,,,,,,,,
1400,Entreprise,,PATISSERIE LADUREE,1/1/2014,11/1/2016,Opérationnel,Ladurée est une société dont le domaine d'activité est la pâtisserie et la confiserie en magasin spécialisé. La société a également une activité de restauration.,572045540.0,Activités des sièges sociaux,,Marcq-en-Baroeul,37.0,95.0,,862.0,,335.00,,,,,,,,,,,,,,,,,
1401,Association,,La Chrysalide Marseille,1/1/2014,11/2/2016,Financier,"Les buts de l'Association La CHRYSALIDE sont d'accueillir, d'aider et de défendre les intérêts des enfants, adolescents et adultes handicapés mentaux.",775558968.0,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Provence-Alpes-Côte d'Azur,Marseille,673.0,329.0,0.0,210.0,0.0,233.00,0.00,,,,,,,,,,,,,,,,
1403,Entreprise,,Compagnie des Fromages et RichesMonts,1/1/2015,11/3/2016,Opérationnel,Fabrication de fromages,501645196.0,Fabrication de fromage,,Metz,34940.0,342.0,19849.0,775.0,0.0,oui,oui,,,,,,,,,,,,,,,,
1405,Etablissement public,,CENTRE HOSPITALIER DE MANOSQUE,1/1/2014,11/3/2016,Opérationnel,"Le Centre Hospitalier de Manosque assure une mission de service public de soins, conjuguant offre de proximité et niveau de technicité reconnu._x000D_
Nous nous engageons à mettre tout en ?uvre pour assurer des soins de qualité et un accueil convivial et personnalisé à nos patients._x000D_
",260400163.0,Activités hospitalières,,MANOSQUE,335.16,26.23,,87.71,,163.00,,91.18,,,,,,,,,,,,,,,
1406,Entreprise,,KAEFER WANNER,1/1/2014,11/3/2016,Opérationnel,"Echafaudage, Isolation industrielle, Désamiantage, Protection Passive Incendie, Protection de surface, second ?uvre architectural.",312668601.0,Travaux d'isolation,,Suresnes,178.0,2487.0,0.0,0.0,0.0,150.00,0.00,729.00,5860.00,2320.00,0.00,0.00,240.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,2369.0,0.0
1408,Entreprise,,SHISEIDO INTERNATIONAL FRANCE,1/1/2015,11/3/2016,Opérationnel,Fabrication et remplissage de parfums et produits cosmétiques,410140057.0,Fabrication de parfums et de produits pour la toilette,,PARIS,2008.0,40.0,0.0,249.0,0.0,648.00,0.00,,,,,,,,,,,,,,,,
1410,Association,,Association Résilience Occitanie,1/1/2011,12/5/2016,Opérationnel,"L'Association RESO accueille près de 1 800 personnes dans les établissements et services des 4 pôles qui composent l'association : _x000D_
?	Le pôle enfance (2 Instituts Médico Educatif, 1 Institut Médico Pédagogique, 1 Institut Médico Professionnel, 2 Instituts Thérapeutique Educatif et Pédagogique), _x000D_
?	Le pôle adulte (2 Etablissements de Soutien et d'Aide par le Travail, 2 Entreprises Adaptées, 2 Foyers d'Accueil Médicalisés, 2 Foyers d'Accueil Spécialisés, 1 Foyer Logement ou encore une Section Te",775581242.0,Hébergement médicalisé pour enfants handicapés,Occitanie,Toulouse,908.0,352.0,,,,117.00,,306.00,1420.00,833.00,324.00,,43.00,,,269.00,559.00,,,,,1757.0,683.0
1411,Entreprise,,PANAVI SAS,1/1/2015,11/10/2016,Opérationnel,Fabrication industrielle de pain et de pâtisserie frâiche,324646090.0,Fabrication industrielle de pain et de pâtisserie fraîche,,TORCE,6078.0,532.0,0.0,942.0,0.0,oui,,,,,,,,,,,,,,,,,
1412,Entreprise,,AUCHAN FRANCE,1/1/2014,11/4/2016,Opérationnel,Distribution de produits alimentaires et non-alimentaires ,410409460.0,Hypermarchés,,Villeneuve d'Ascq Cedex,33776.0,52631.0,0.0,194447.0,0.0,56783.00,0.00,,,,,,926.00,,,,,,,,,,
1416,Entreprise,,M+ MATERIAUX,1/1/2014,11/7/2016,Opérationnel,Négoce de matériaux de construction,480211671.0,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,,CLAIRA,11.0,3315.0,,19.0,,92.00,,,,,,,,,,,,,,,,,
1417,Etablissement public,,Groupe Hospitalier Seclin Carvin,1/1/2014,11/7/2016,Opérationnel,Centre Hospitalier,265906982.0,Activités hospitalières,,Seclin,3897.0,32.0,318.0,359.0,0.0,498.00,95.00,,,,,,,,,,,,,,,,
1419,Entreprise,,Salzgitter Mannesmann Précision Etirage,1/1/2014,11/7/2016,Opérationnel,"fabrication de tubes en acier étirés à froid pour les secteurs de l'automobile, de l'énergie et de l'industrie",426420162.0,"Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier",,Saint Florentin,18625.0,94.0,0.0,6.0,0.0,2040.00,0.00,,,,,,,,,,,,,,,,
1420,Entreprise,,Newrest Wagons-Lits,1/1/2014,11/16/2016,Opérationnel,"Restauration ferroviaire pour les activités TGV, Intercités et ALLEO (conception des gammes commercialisées à bord des trains et services à bord)",789485869.0,Restauration traditionnelle,,paris,0.0,0.2,6.0,6.1,0.0,0.00,0.00,23.50,0.00,0.00,19.10,19.10,0.00,0.00,3.40,3.40,0.00,0.00,1.40,1.40,0.0,0.0,0.0
1421,Entreprise,,Groupe CAYON,1/1/2015,11/8/2016,Opérationnel,"Transport public routier de marchandises, transport routier en convoi exceptionnel, stockage, activités de levage et manutention.",400519005.0,Transports routiers de fret interurbains,,Chalon sur Saone,75.0,28480.0,0.0,0.0,0.0,oui,,oui,,,,,,,,,,,,,,0.0,0.0
1425,Entreprise,,DORAS,1/1/2014,11/8/2016,Opérationnel,Négoce de matériaux de construction et location de matériels et outillage,15851793.0,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,,CHENOVE,668.0,3410.0,,87.0,,274.00,,,,,,,,,,,,,,,,,
1426,Etablissement public,,HOPITAUX DU LEMAN,1/1/2014,11/8/2016,Opérationnel,"Etablissement public de santé au sein du GHT Léman Mont Blanc pour l'offre de soins à destination de la population du nord de la Haute Savoie (Léman, Chablais, Thonon, Evian).",267411031.0,Activités hospitalières,,Thonon-les-Bains,2194.5,138.1,1.6,0.0,0.0,oui,,,,,oui,,,,,,,,,,,,
1429,Etablissement public,,Habitat Toulouse,1/1/2014,11/9/2016,Opérationnel,"Construction, réhabilitation, location et vente de logements.",400121463.0,Location de logements,,Toulouse,24.0,122.0,0.0,62.0,0.0,14.00,0.00,,,,,,,,,,,,,,,,
1432,Entreprise,,INDIGO Park,1/1/2015,12/20/2016,Opérationnel,"Indigo est un Groupe français, leader mondial du stationnement et de la mobilité individuelle, qui emploie 16 000 personnes dans 17 pays et plus de 500 villes (donnée de novembre 2016). Le présent Bilan d'Emissions de Gaz à Effet de Serre concerne Indigo Park, filiale française du Groupe INDIGO._x000D_
_x000D_
INDIGO. Place au futur. www.parkindigo.com",320229644.0,Services auxiliaires des transports terrestres,,Puteaux,47.0,832.0,,,,oui,,,,,,,,,,,,,,,,,
1435,Entreprise,,SNF SAS,1/1/2015,11/9/2016,Opérationnel,Chimie : fabrication de polymères,430006643.0,Fabrication de matières plastiques de base,,ANDREZIEUX,41383.0,66.0,0.0,10516.0,0.0,oui,,oui,oui,oui,oui,oui,oui,,,oui,oui,,oui,,,3508.0,0.0
1436,Etablissement public,,Centre Hospitalier d'AUXERRE,1/1/2015,11/9/2016,Financier,Etablissement public de soins,268900057.0,Activités hospitalières,,AUXERRE,2195.0,61.0,,,,oui,,,,,,,,,,,,,,,,,
1437,Etablissement public,,Centre Hospitalier Valvert,1/1/2015,11/9/2016,Opérationnel,"Le centre hospitalier de VALVERT est un établissement public de santé ayant pour mission générale la lutte contre les maladies mentales. A ce titre, il mène des actions de prévention, de diagnostic, de soins de réadaptation et de réinsertion sociale.",261300065.0,Activités hospitalières,,Marseille 11,578.0,71.9,0.0,126.6,642.7,oui,,,,,,,,,,,,,,,,,
1438,Etablissement public,,CROUS AMIENS PICARDIE,1/1/2015,11/9/2016,Opérationnel,"les Crous ont pour mission de « favoriser les conditions de vie et de travail des étudiants »._x000D_
_x000D_
Pour remplir cette mission, les Crous mettent en oeuvre des actions visant à aider les étudiants dans leur vie quotidienne, et plus particulièrement ceux issus de familles modestes._x000D_
_x000D_
Les actions sont réparties en  aides directes (bourses, aides financières), aides indirectes (logement, restauration ?) subventionnées par l'Etat et action culturelle et soutien aux initiatives étudiantes._x000D_
_x000D_
Les Crou",188002000.0,Action sociale sans hébergement n.c.a.,,AMIENS,1866.0,401.0,,,,342.00,,,,,,,,,,,,,,,,,
1442,Entreprise,,Schaeffler France SAS,1/1/2015,11/10/2016,Financier,,568504161.0,Fabrication d'engrenages et d'organes mécaniques de transmission,,Haguenau,5519.0,34.0,,95.0,0.0,4658.00,466.00,,,,,,,,,,,,,,,,
1443,Etablissement public,,AESN,1/1/2013,11/16/2016,Opérationnel,L'Agence de l'Eau Seine Normandie est un établissement public du Ministère de l'écologie dont la mission est de financer les actions de protection des ressources en eau et de lutte contre les pollutions.,187500095.0,Administration publique (tutelle) des activités économiques,,Nanterre,250.38,225.89,0.0,1.54,0.0,47.33,0.00,114.16,358.20,402.06,2.67,,2.67,,,,,,,,,,4.13
1445,Entreprise,,Crédit Agricole Charente-Périgord,1/1/2015,3/9/2017,Opérationnel,,775569726.0,Autres intermédiations monétaires,,ANGOULEME,914.0,319.0,,217.0,,417.00,,418.00,2823.00,1276.00,5.00,173.00,454.00,,,,,,,,,2427.0,
1446,Collectivité territoriale (dont EPCI),Communes,Ville de Metz,1/1/2015,10/22/2018,,,,,Grand Est,,2885.0,1424.0,0.0,0.0,0.0,1537.00,1536.00,,,,,,,,,,,,,,,,
1447,Entreprise,,ETABLISSEMENTS HORTICOLES GEORGES TRUFFAUT,1/1/2015,12/14/2016,Opérationnel,"Fort d'un réseau 58 jardineries (dont 7 affiliées) et d'un site de vente en ligne, TRUFFAUT est l'une des enseignes leader en France. TRUFFAUT s'attache à proposer des activités de loisirs et de détente pédagogiques autour de 3 univers : Jardin, Animalerie, Maison.",739806230.0,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",,Lisses,5476.0,421.0,0.0,0.0,,1910.00,115.00,1346.00,,,,,,,,,,,,,,,
1449,Etablissement public,,Centre Hospitalier de BELLEY,1/1/2015,11/14/2016,Financier,"Le Centre Hospitalier de Belley a une capacité de de 350 lits et places (117 lits et places en MCO, 48 lits et places de SSR et 185 lits à l'EHPAD). L'établissement comporte une maternité de niveau 1 (500 accouchements par an), dispose d'un plateau médico-technique (service d'imagerie médicale, pharmacie et stérilisation, laboratoire d'analyses médicales commune avec le Centre Hospitalier Métropole Savoie) et est doté d'un service d'urgence (14 600 passages). 576 ETP dont une quarantaine de prat",260100037.0,Activités hospitalières,,BELLEY,1050.0,16.0,,3.0,,oui,,oui,,,,oui,,,,,,,,,,,
1453,Entreprise,,Caisse d'Epargne Lorraine Champagne-Ardenne,1/1/2015,11/14/2016,Opérationnel,"La Caisse d'Epargne et de Prévoyance de Lorraine Champagne-Ardenne a pour objet toutes opérations de banque, de services d'investissement et d'intermédiation d'assurance effectuées avec ses sociétaires, les sociétaires des Sociétés Locales d'Epargne qui lui sont affiliées et avec les tiers. ",775618622.0,Autres intermédiations monétaires,,METZ,486.0,531.0,99.0,0.0,,736.00,182.00,498.00,5059.00,2829.00,6.00,2279.00,645.00,,,2.00,,,,,,,
1454,Collectivité territoriale (dont EPCI),Régions,NORD PAS DE CALAIS,1/1/2015,12/29/2016,,,,,Hauts de France,,69013.17,750.27,0.0,0.0,0.0,5859.77,51361.52,,,,,,,,,,,,,,,,
1455,Collectivité territoriale (dont EPCI),Régions,PICARDIE,1/1/2015,12/29/2016,,,,,Hauts de France,,16993.86,471.79,0.0,0.0,0.0,165.51,1680.40,,,,,,,,,,,,,,,,
1456,Entreprise,,LIEBHERR MINING EQUIPMENT COLMAR SAS,1/1/2015,11/15/2016,Opérationnel,ASSEMBLAGE DE PELLES POUR L'EXTRACTION,527860555.0,Fabrication de machines pour l'extraction ou la construction,,COLMAR,554.87,411.92,0.0,0.89,0.0,208.66,,,,,,,,,,,,,,,,,
1459,Entreprise,,CONSTELLIUM Neuf Brisach,1/1/2015,12/12/2016,Opérationnel,"L'établissement CONSTELLIUM Neuf-Brisach est un site de transformation de l'aluminium, spécialisé dans la fabrication des demi-produits laminés en aluminium et alliages légers, nus ou vernis, notamment pour l'emballage alimentaire et le secteur automobile.",807641360.0,Métallurgie de l'aluminium,,BIESHEIM,107882.0,3075.0,4378.0,,,15715.00,,,,,,,,,,,,,,,,,
1461,Entreprise,,AUBERT & DUVAL,1/1/2015,12/7/2016,Opérationnel,"Développer, Elaborer et Transformer à chaud (forgeage, matriçage et laminage, fonderie ou métallurgie des poudres) des aciers spéciaux, superalliages, alliages d'aluminium et alliages de titane, pour répondre aux cahiers des charges les plus exigeants de nos clients._x000D_
 ",380342808.0,Activités des sièges sociaux,,PARIS,82682.0,2180.0,2929.0,0.0,0.0,oui,,oui,,,,,,,,,,,,,,,
1462,Etablissement public,,ANGDM,1/1/2013,11/16/2016,Opérationnel,L'Agence Nationale pour la Garantie des Droits des Mineurs est un établissement public administratif d'Etat qui a été créé par la loi du 3 février 2004. Elle est chargée de garantir les droits sociaux des anciens mineurs et de leurs ayants droit et reprend les obligations des exploitants au fur et à mesure qu'ils cessent définitivement leur activité.,180092538.0,Distribution sociale de revenus,,NOYELLES SOUS LENS,203.0,255.0,0.0,0.0,0.0,oui,,oui,,oui,,,,,,,,,,,,0.0,264.0
